rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
96,Desolate Cafe,Love of Desolate,"Rich-toned, juicy, complex. Dried persimmon, wild honey, myrrh, almond butter, star jasmine in aroma and cup. Sweet-tart structure with high-toned, vibrant acidity; very full, syrupy-smooth mouthfeel. Long, lingering, rich finish that honors all of the cup’s aromatics.","This exceptional coffee was selected as the No. 12 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced at Las Lajas and Hacienda Tobosi farms from trees of the Caturra and Catuaí varieties of Arabica and processed by the honey method, in which some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. Desolate Coffee is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.","A tantalizingly complex, balanced, juicy Costa Rica honey with lyrically vibrant acidity, exceptionally full, syrupy mouthfeel, and a flavor-saturated finish that goes on and on.","Nantou, Taiwan","Los Angeles, Sabanilla de Alajuela, Costa Rica",Medium,58/80,NT $500/227 grams,May 2021,9,,9,10,9,https://www.coffeereview.com/review/love-of-desolate/,2021-11-29,9,,,,,,,,
93,Caffe Luxxe,Ethiopia Konga Kebele,"Deeply and richly sweet. Jasmine, hazelnut butter, sandalwood, peach, buttery chocolate in aroma and cup. Crisply sweet acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolaty, with detours into peach in the short finish and sandalwood in the clean, resonant long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.","A pretty Yirgacheffe cup that is simultaneously crisp and lush, floral and chocolaty.","Santa Monica, California","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,52/65,$19.00/12 ounces,August 2016,9,8,8,9,8,https://www.coffeereview.com/review/ethiopia-konga-kebele/,2024-12-14,,,,,,,,,
89,The Roasterie,Ethiopian Yirgacheffe,"Gently roasty in aroma and cup, with a chocolaty char complicated by a rich, tart lemon. Muted acidity, leanish mouthfeel. Surprisingly fine finish: clean, long, resonant with sweet cocoa and chocolate nuance.","Certified organically grown and Fair Trade certified, meaning this coffee was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctively floral- and fruit-toned coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. The Roasterie is a longtime leading, quality-oriented specialty roaster that emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information.",,"Kansas City, Missouri","Yirgacheffe growing region, southern Ethiopia.",Dark,42/52,$12.94/12 ounces,July 2011,8,7,7,8,9,https://www.coffeereview.com/review/ethiopian-yirgacheffe-4/,2014-10-02,,,,,,,,,
93,Paradise Roasters,Philippines Sitio Belis,"Delicately tropical. Lychee, ginger blossom, cocoa nib, amber, agave syrup in aroma and cup. Sweet, lively structure with juicy acidity; crisp, silky mouthfeel.
Cocoa-toned finish, supported by notes of amber and agave.","Produced by Kalsada Coffee, from trees of the Typica and Bourbon varieties of Arabica, and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An intriguing washed anaerobic cup from the Philippines, reflecting a growing specialty coffee trend in that country. Complex, juicy, tropical.","Minneapolis, Minnesota","Benguet, Philippines",Medium,60/78,$20.00/6 ounces,November 2021,9,,8,9,8,https://www.coffeereview.com/review/philippines-sitio-belis/,2021-11-29,9,,,,,,,,
91,Caffe Luxxe,Ethiopia Harrar Mesela,"Richly and deeply sweet. Molasses, dark chocolate, Asian pear and narcissus in aroma and cup. Bittersweet acidity; silky mouthfeel. Nut leads at the front of the short, richly drying finish.",The semi-arid highlands near the ancient east-Ethiopian walled city of Harrar has long produced traditional dried-in-the fruit or “natural” coffees like this one. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.,,"Santa Monica, California","Harrar growing region, eastern Ethiopia",Medium-Dark,48/64,$20.00/12 ounces,January 2016,9,7,8,9,8,https://www.coffeereview.com/review/ethiopia-harrar-mesela/,2024-12-14,,,,,,,,,
89,Counter Culture Coffee,Ethiopian Konga Yirgacheffe,"Lemon zest and flowers in the aroma, softening in the cup to ripe lemon and nut-toned cocoa. Balanced, gently bright acidity; impressively silky mouthfeel. Flavor carries decisively into a mildly drying finish.","Certified organically grown by the Konga Cooperative. Buna Ababa, or “coffee flower,” is the term Counter Culture uses to describe their wet-processed coffees from southern Ethiopia. Yirgacheffe is a coffee region that produces distinctively floral- and fruit-toned coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Counter Culture is a wholesale specialty roaster with an informative and lively website, a commitment to fine coffee and youthful, enthusiastic leadership. Visit www.counterculturecoffee.com or call 888-238-5282 for more information.",,"Durham, North Carolina","Yirgacheffe growing region, southern Ethiopia.",Medium-Dark,51/67,$12.95/12 ounces,July 2011,8,8,8,8,7,https://www.coffeereview.com/review/ethiopian-konga-yirgacheffe/,2014-10-02,,,,,,,,,
89,Topeca Coffee Roasters,Colombia Guadalupe,"Richly pungent. Dusk-blooming flowers, peach, hazelnut, moist, freshly-cut wood in aroma and cup. Roundly muted acidity; lightly syrupy mouthfeel. Some flavor persists in a clean finish.","Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Huila Department, southern Colombia.",Medium,60/78,$10.99/12 ounces,January 2014,8,7,8,8,8,https://www.coffeereview.com/review/colombia-guadalupe/,2019-01-03,,,,,,,,,
96,Red Rooster Coffee Roaster,Kenya Gachatha Nyeri AA,"Elegantly bright, richly juicy, elaborately complete. Toffee, pomelo, plum marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart structure with lyrically balanced acidity; syrupy, viscous mouthfeel. Resonant, long, satisfying finish.","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2021.Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","An exciting yet serene Kenya coffee whose aroma, flavor and structure lift and intensify the classic Kenya cup profile — and a bargain for a coffee this distinguished.","Floyd, Virginia","Nyeri growing region, south-central Kenya",Medium,60/76,$22.49/12 ounces,October 2021,9,,9,10,9,https://www.coffeereview.com/review/kenya-gachatha-nyeri-aa/,2021-11-30,9,,,,,,,,
91,Caffe Luxxe,Decaf Classic House Blend,"Evaluated as espresso. Sweet, musky, pungent. Baker’s chocolate, apricot, mint, lily in aroma and small cup. Lightly syrupy mouthfeel; the chocolate note carries into a rich though drying finish. Crisp and balanced in three parts milk, with continued chocolate and apricot suggestions.","Coffees in this blend were decaffeinated by the ""Swiss Water Process"" method, which does not involve use of solvents. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California",Ethiopia; Brazil; Indonesia.,Dark,37/54,$16.00/12 ounces,August 2015,9,,8,9,7,https://www.coffeereview.com/review/decaf-classic-house-blend/,2024-12-14,,8,,,,,,,
95,Topeca Coffee Roasters,Ethiopia FTO Worka,"Balanced in structure but extravagant in flavor and aroma. Complex fruit, crisp roasted cacao nib, agave syrup, bourbon whisky, honeysuckle-like flowers in aroma and cup. Round, resonant acidity; silky mouthfeel. Vibrantly deep, flavor-saturated finish, with cacao-nib, bourbon and agave notes particularly prominent.","This exceptional coffee was selected as the #6 coffee on Coffee Review’s list of the Top 30 Coffees of 2014. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. It is an unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Worka is one of twenty-two primary cooperatives located in the Gedeo Zone of Southern Ethiopia organized as the Yirgacheffe Farmers Union. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,66/88,$14.99/12 ounces,February 2014,9,9,8,10,9,https://www.coffeereview.com/review/ethiopia-fto-worka/,2019-01-03,,,,,,,,,
89,Desert Sun Coffee Roasters,Honduras Coprocael,"Gently and sweetly bright, delicately balanced. Milk chocolate and plum-like fruit with hints of vanilla and fresh leather in aroma and cup. Softly tart acidity; silky mouthfeel. Sweet though very slightly drying and astringent in the finish.","Certified organically grown and Fair Trade certified, meaning this coffee was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Desert Sun’s roastery is located at nearly 7,000 feet above sea level in the San Juan Mountains of Colorado. It imports its coffee through its membership in Coop Coffees, a cooperative importer. Visit www.desertsuncoffee.com or call 866-998-6299 for more information.",,"Durango, Colorado","Octopeque Province, Honduras.",Medium,60/78,$10.99/12 ounces,July 2011,8,8,8,8,7,https://www.coffeereview.com/review/honduras-coprocael/,2014-10-02,,,,,,,,,
93,Topeca Coffee,Finca El Manzano Bourbon Natural El Salvador,"Crisp, complex, delicate but intense. Cantaloupe and ripe orange, walnut, roasted cacao nib, rye whisky in aroma and cup. Sweetly brisk acidity; smooth, lightly syrupy mouthfeel. Rich, deep, flavor-saturated finish, gently drying in the long.","This exceptional coffee was selected as the #30 coffee in the Coffee Review Top 30 Coffees of 2013. Bourbon is one of the oldest and most respected of traditional heirloom varieties of Arabica. This is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma. Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Santa Ana growing region, El Salvador.",Medium-Light,72/87,$14.99/12 ounces,October 2013,9,9,8,9,8,https://www.coffeereview.com/review/finca-el-manzano-bourbon-natural-el-salvador/,2019-01-03,,,,,,,,,
96,GK Coffee,Indonesia Golden Sumatra TP Espresso,"Evaluated as espresso. Complex, multi-layered, richly deep. Honeysuckle, dark chocolate, dried apricot, perique fermented pipe tobacco, pistachio in aroma and small cup. Viscous, creamy mouthfeel; resonant, long, flavor-saturated finish. The milk shot is floral, chocolaty and stone fruit-driven in equal measure.","This exceptional coffee was selected as the No. 9 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email gkcoffee2015@gmail.com.","A profoundly complex, lyrically sweet, deeply chocolaty Sumatra, with rich undertones of pipe tobacco and pistachio throughout. Skillfully roasted for espresso brewing.","Yilan, Taiwan","Aceh Province, Sumatra, Indonesia",Medium-Dark,44/62,NT $450/200 grams,March 2021,9,,9,10,9,https://www.coffeereview.com/review/indonesia-golden-sumatra-tp-espresso/,2021-11-30,,9,,,,,,,
90,Caffe Luxxe,Ethiopia Yirgacheffe Oromia,"Deeply pungent, chocolate-toned. Lightly scorched aromatic wood, nut-toned chocolate, apple, hints of blueberry and flowers in aroma and cup. Roast-rounded acidity; light, satiny mouthfeel. Chocolate and the scorched wood note carry into a drying finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California","Yirgacheffe growing region, southern Ethiopia.",Dark,43/51,$18.00/12 ounces,July 2015,9,7,8,9,7,https://www.coffeereview.com/review/ethiopia-yirgacheffe-oromia/,2024-12-14,,,,,,,,,
88,Eden Way Coffee,Thai Fully City Roast,"Roasted nut and a rich, pruny dark chocolate dominates in aroma and cup. Soft but resonant acidity, silky mouthfeel. Flavor fades a bit in the finish, but generally the cup sweetens and deepens as it cools, a good sign.",Grown in northern Thailand’s Golden Triangle using sustainable farming practices. Eden Way is a family-owned business that sources its coffee directly from Thai village coffee growers and allocates 50% of its profits toward social causes involving reducing human trafficking and sponsoring orphaned children. Visit www.edenwaycoffee.com or call 503-328-8668 for more information.,,"Wood Village, Oregon",Northern Thailand.,Dark,44/51,$10.00/16 ounces,July 2011,7,8,8,8,7,https://www.coffeereview.com/review/thai-fully-city-roast/,2014-10-02,,,,,,,,,
93,Topeca Coffee Roasters,El Salvado Finca Ayatepeque Natural-Processed Pacamara,"Deep, very complex dried-in-the-fruit profile. Fresh fruit notes – tart coffee fruit, red apple, peach – are enveloped in a honeyish sweetness and deepened by suggestions of brandy, fir and just a hint of freshly fallen, composting leaves. Ripely balanced acidity; impressively syrupy mouthfeel. Clean, flavor-saturated finish.","This lot is comprised entirely of the Pacamara variety, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. ""Natural"" process means the beans were dried inside the fruit rather than after removal of the fruit. Topéca is a family-owned coffeehouse and roastery based in Oklahoma that specializes in coffee from the family’s farms in El Salvador. Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Santa Ana Department, El Salvador.",Medium-Light,64/84,$14.99/12 ounces,December 2011,8,8,9,9,9,https://www.coffeereview.com/review/el-salvado-finca-ayatepeque-natural-processed-pacamara/,2019-01-03,,,,,,,,,
96,Bird Rock Coffee Roasters,Colombia La Siria Geisha,"Delicately fruit-forward, suave, intricate. Pluot, cocoa nib, Meyer lemon zest, star jasmine, pistachio in aroma and cup. Sweet-toned structure with elegantly bright acidity; silky, vibrant mouthfeel. Long, resonant, flavor-saturated finish.","This exceptional coffee was selected as the No. 8 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by Anibal Burbano of Finca La Siria entirely of the celebrated Geisha (also spelled Gesha) variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A lyrically fruit-toned washed Geisha with intricate balance and deep, intriguing complexity.","San Diego, California","La Argentina, Huila Department, Colombia",Medium,60/78,$95.00/4 ounces,November 2021,9,,9,10,9,https://www.coffeereview.com/review/colombia-la-siria-geisha/,2021-11-30,9,,,,,,,,
89,Topeca Coffee Roasters,Manzano Blend El Salvador,"For co-cupper Andy Newbom (88) ""dried peaches and a hint of prunes struggle to open into dark chocolate"" in the cup. For Ken (89) the sweet dried fruit notes actually make it to dark chocolate, albeit a ""berry-toned"" version. Similarly, Ken tastes the good side of the finish, citing ""long, deep, dry berry notes,"" whereas for Andy an attractive ""dried fruit sweetness"" in the finish was compromised by ""hard mineral fruit notes."" Both noted a ""soft citrus"" [Andy] acidity and a full but slightly rough mouthfeel.","Made up entirely of the heirloom Bourbon variety, Topeca's Manzano is processed using the demucilaged or mechanically washed method. Topeca is a coffeehouse and roastery based in Oklahoma that specializes in coffee from their family farm in El Salvador. Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Santa Ana Department, El Salvador.",Medium,55/75,,July 2009,8,7,8,8,7,https://www.coffeereview.com/review/manzano-blend-el-salvador/,2019-01-03,,,,,,,,,
92,Caffe Luxxe,Rwanda Dukunde Kawa Musasa,"Round, resonant. Dark chocolate, gently roasty oak, juicy blackberry, a hint of orange in aroma and cup. Crisp, roast-rounded acidity; full, syrupy mouthfeel. Blackberry, chocolate and oak carry into a rich though drying finish.",Produced entirely from trees of local strains of the heirloom Bourbon variety of Arabica. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.,,"Santa Monica, California","Gakenke District, northern Rwanda.",Medium-Dark,48/61,$18.00/12 ounces,April 2015,8,8,9,9,7,https://www.coffeereview.com/review/rwanda-dukunde-kawa-musasa/,2024-12-14,,,,,,,,,
88,Equal Exchange,Organic Guatemalan Medium,"Roasted nut, fresh-cut fir and a brightening orangy citrus dominate in aroma and cup. Balanced, rather muted acidity, lean but silky mouthfeel. In the cup the nut notes turn toward chocolate and the fruit deepens. The chocolate tendencies in particular persist in a sweet, clean finish.","Available online in five-pound bags or at various locations in bulk bins, this organically grown Guatemalan coffee is produced by mainly Mayan farmers in the Department of El Quiché. Equal Exchange is a co-operatively owned business founded in 1986 focused on sustainability and social responsibility. Visit www.equalexchange.coop or call 774-776-7389 for more information.",,"West Bridgewater, Massachusetts","El Quiche Department, south central Guatemala",Medium-Dark,48/56,$57.00/5 pounds,July 2011,7,7,8,8,8,https://www.coffeereview.com/review/organic-guatemalan-medium/,2014-10-02,,,,,,,,,
90,Caffe Luxxe,Kenya Nyeri Othaya Peaberry,"Crisply sweet, lightly and delicately roast-toned. Dark chocolate, grapefruit, very gently scorched cedar, a hint of lily-like flowers in aroma and cup. Quiet but vibrant acidity; light, silky mouthfeel. Chocolate leads in a rich, gently drying finish.","This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Caffe Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California","Nyeri County, central Kenya.",Dark,45/54,$17.00/12 ounces,October 2014,8,8,8,8,8,https://www.coffeereview.com/review/kenya-nyeri-othaya-peaberry/,2024-12-14,,,,,,,,,
96,Simon Hsieh Aroma Roast Coffees,Bull Demon King,"Evaluated as espresso. Dark chocolate, Concord grape, scorched sugarcane, sandalwood, wisteria in aroma and small cup. Viscous, syrupy mouthfeel; richly chocolaty, sweetly smoky finish with floral depth. In three parts milk, decadent perfection: layers of undulating chocolate, wisteria and scorched sugarcane carry far into the long finish.","This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A blend of coffees from four origins whose sum is a sweetly tart, bold, resonant straight shot and a floral, smoky, intoxicatingly chocolaty experience in milk.","Taoyuan, Taiwan",Colombia; Peru; Rwanda; Ethiopia,Dark,35/48,NT $550/8 ounces,August 2021,9,,9,9,9,https://www.coffeereview.com/review/bull-demon-king/,2021-11-30,,10,,,,,,,
90,Cafe Campesino,Organic Ethiopia Yirgacheffe,"A striking and distinctive coffee. Co-cupper Christy Thorns (89) admired its complex aromatics: ""dried apricot, orange zest, clove, citronella."" Ken (90) found a gingery chocolate and lemon that for him was unusual and surprising, which may be why he was slightly more willing than Christy to forgive a slight, shadow salty cling as the cup cooled.","Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world's most admired coffees. Certified organically grown. Cafe Campesino is a small-batch specialty wholesale roaster with a commitment to socially and economically progressive goals. Visit www.cafecampesino.com or call 888-532-4728 for more information.",,"Americus, Georgia","Oromio Cooperative, Yirgacheffe growing region, Sidamo Province, southern Ethiopia",Medium,54/69,,October 2004,8,8,8,8,,https://www.coffeereview.com/review/organic-ethiopia-yirgacheffe/,2019-01-04,,,,,,,,,
88,Tully's Coffee,Sumatra,"Impressive aroma: sweet-toned, deep, roundly roasty, with cedar, orange and smoky dark chocolate nuance. Quiet acidity. Medium-bodied with a slightly leanish mouthfeel. Simplifies a bit in the cup, but retains gently scorched cedar and backgrounded dark chocolate character, with a continued earthy, smoky hint. Simple but rich finish.","Coffees like this one from the northern part of the Indonesian island of Sumatra are admired for their complex earth, fruit and aromatic wood notes that result largely from unorthodox fruit removal and drying practices collectively called “wet hulling.” Tully's is a large quality-oriented specialty roasting company and café chain based in Seattle. Visit www.tullys.com or call 800-968-8559 for more information.",,"Seattle, Washington",Sumatra.,Very Dark,37/40,$9.49/12 ounces,July 2011,8,7,7,8,8,https://www.coffeereview.com/review/sumatra-15/,2014-10-02,,,,,,,,,
95,Chromatic Coffee,Tanzania Acacia Hills Gesha Peaberry,"Deep-toned, richly sweet-savory. Blackberry jam, toffee, lavender, spearmint, fresh-cut cedar in aroma and cup. Vibrantly sweet-savory structure with lilting acidity; lively, viscous mouthfeel. Blackberry and lavender notes lead in the short finish, which rounds toward toffee in the long.","This exceptional coffee was selected as the No. 11 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced at Acacia Hills Coffee entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops a single, oval bean rather than the usual pair of flat-sided beans. Chromatic prides itself in doing everything in-house and meticulously, from printing its attractive bags to modifying equipment to sourcing and roasting its exceptional coffees. Visit www.chromaticcoffee.com for more information.","A beautifully composed Gesha peaberry grown in Tanzania, with brambly berry notes, spice-toned florals, and sweet herb notes throughout.","San Jose, California","Ngorongoro, Tanzania",Medium,62/78,$120.00/6 ounces,November 2021,9,,9,9,9,https://www.coffeereview.com/review/tanzania-acacia-hills-gesha-peaberry/,2021-11-30,9,,,,,,,,
90,Heart Coffee Roasters,El Salvador Finca El Carmen,"Finely balanced, quietly complete lighter roasted coffee. Molasses, dusk flowers, fresh-cut fir, gently tart fruit (strawberry?) in aroma and cup. Softly crisp acidity; smooth, silky mouthfeel. Flavor carries into a dryish finish.","Produced entirely from trees of the heirloom Bourbon variety of Arabica. Heart Coffee Roasters is a young, one-location micro-roasting company “aiming to bring the community the best possible coffee experience.” Visit www.heartroasters.com or call 503-206-6602 for more information.",,"Portland, Oregon","Ahauchapan Department, El Salvador.",Medium-Light,66/80,$14.50/12 ounces,June 2011,8,8,8,8,8,https://www.coffeereview.com/review/el-salvador-finca-el-carmen/,2014-10-02,,,,,,,,,
94,Caffe Luxxe,Ethiopia Sidama Ardi,"Immense and lavish. Blueberry, guava, dark chocolate, a hint of cognac, musky, carnal flowers in aroma and cup. Richly pungent acidity; lightly syrupy mouthfeel. Guava and chocolate in particular carry into a mildly drying but deeply flavor-saturated finish.","A spectacularly fruit-toned but unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Caffe Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California","Guji Zone, Sidama Province, southern Ethiopia.",Medium-Dark,52/61,$17.00/12 ounces,June 2014,10,8,8,9,9,https://www.coffeereview.com/review/ethiopia-sidama-ardi-3/,2024-12-14,,,,,,,,,
93,Paradise Roasters,Ethiopia Yirgacheffe Awassa,"Bright, crisply sweet, chocolaty. Lemon blossom, nougat, roasted cacao nib, pomegranate, violet in aroma and cup. Balanced, sweetly tart structure with juicy, bright acidity; satiny-smooth mouthfeel. The resonant finish centers around cocoa and lightly-expressed citrus notes.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional indigenous varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com for more information.","A high-toned, juicy Yirgacheffe cup, classic in its balance of bright fruit, sweet floral and cocoa tones.","Minneapolis, MInnesota","Yirgacheffe growing region, south-central Ethiopia",Medium,56/74,$17.95/12 ounces,January 2019,9,,8,9,8,https://www.coffeereview.com/review/ethiopia-yirgacheffe-awassa/,2019-01-10,9,,,,,,,,
93,Choosy Gourmet,Specialty Coffee Blend Espresso,"Evaluated as espresso. Rich, chocolaty, sweetly tart. Dark chocolate, peach, Szechuan peppercorn, orange zest, myrrh in aroma and small cup. Smooth, satiny mouthfeel; resonant, chocolaty finish. In three parts milk, notes of Szechuan peppercorn and dark chocolate harmonize sweetly, with undercurrents of peach and myrrh.","A blend of coffees from Ethiopia (natural-processed), Colombia and Kenya. Choosy Gourmet is a cafe in Kaohsiung, Taiwan, where founder Howard Hung’s mission is to highlight the “living soul” of each coffee. Visit www.choosygourmet.com, https://www.facebook.com/choosy.gourmet, email choosygourmet@gmail.com or call +886-7-3509609 for more information.","An espresso blend in which spice notes — in particular, a peppery element reminiscent of sweet Szechuan peppercorns — figure prominently and are in harmonious balance with the rich sweetness of the coffee, both in the straight shot and in milk.","Kaohsiung, Taiwan","Ethiopia, Colombia, Kenya",Medium,51/75,NT $250/16 ounces,January 2019,9,,8,9,8,https://www.coffeereview.com/review/specialty-coffee-blend-espresso/,2019-01-19,,9,,,,,,,
